Created,Title,Content
5/8/22,Getting There: A Book of Mentors,"When someone rejects your work, register the fact that they dont like it, but dont listen to the reason why"
5/8/22,Getting There: A Book of Mentors,"When youre much more interested in what youre doing than going out for a drink with friends, youve found your bliss"
5/8/22,Getting There: A Book of Mentors,I like to work in a transparent environment and always encourage people to give me the bad news and not sugarcoat anything
5/8/22,Getting There: A Book of Mentors,"You have to make connections to people, and no matter how early they are in their career, treat them as if they were important"
5/8/22,Getting There: A Book of Mentors,"After a few years, I was running Guber-Peters and assisted on Batman, Rain Man, and Single White Female, among many other films"
5/8/22,Getting There: A Book of Mentors,"After all these years, I have come to realize that I must go through a period of agony and torture before I have a breakthrough"
5/8/22,Getting There: A Book of Mentors,I was given a lot of responsibility and learned how to do everything from building shopping centers to writing contracts and budgeting
5/8/22,Getting There: A Book of Mentors,I have never known anyone who does not feel like a success when they have gotten close to my age and have a lot of people who love them
5/8/22,Getting There: A Book of Mentors,"Sometimes it takes me two or three weeks of just sitting in my studio—sixteen, seventeen, eighteen hours a day not coming up with anything"
5/8/22,Getting There: A Book of Mentors,"I took a night class in ceramics and the teacher, Glen Lukens, liked me so much that he asked me to be his teaching assistant. We became close"
5/8/22,Getting There: A Book of Mentors,"Im also like a clinical case: If you dont get love from your family, you turn to other things to get it. I get the love I need from my audience"
5/8/22,Getting There: A Book of Mentors,The artists in town accepted me and gave me positive feedback—so I became friends with them. Observing the way they worked really influenced me
5/8/22,Getting There: A Book of Mentors,"The house became my architectural laboratory, and I experimented with industrial materials such as chain-link fence, corrugated aluminum, and raw plywood"
5/8/22,Getting There: A Book of Mentors,"When you are starting out, you have to enter contests and send your material to people cold. Send it to people who are in the business of looking at new ideas"
5/8/22,Getting There: A Book of Mentors,"At the time, performance was not considered a form of art. It didnt exist on its own as a medium in school and it was even seen as ridiculous. This was my hell!"
5/8/22,Getting There: A Book of Mentors,"I felt as if this was going to be my opus, my one good idea, so I didnt impose any deadline on myself to finish it—but, quite frankly, I thought Id be done in a month or two"
5/8/22,Getting There: A Book of Mentors,The critical thinking that I had developed there enabled me to distill almost any issue down to its essence and understand exactly what has to happen for a problem to be solved
5/8/22,Getting There: A Book of Mentors,"They know what I am about and egg me on to explore. Its really exciting, but whenever someone comes to me with a new project, Im always a little scared that I wont know what to do"
5/8/22,Getting There: A Book of Mentors,"Artists, on the other hand, have a more direct process and can be more freewheeling. They are also not wed to tradition and history. They have no rules. I was drawn to this freedom"
5/8/22,Getting There: A Book of Mentors,"Ill think it will only take me two minutes, but the next time I look at my watch its two in the morning. Its not that I forgot about the dinner party; its that real life doesnt even exist"
5/8/22,Getting There: A Book of Mentors,"Also, I had become so enamored with architecture that it would have been almost impossible for anyone to derail me. I had reached the point of no return and vowed to prove that professor wrong"
5/8/22,Getting There: A Book of Mentors,"Working in an entry-level agency position definitely separates the wheat from the chaff. Those with a positive attitude gulped and thought, I have no idea how I am going to do this, but I will"
5/8/22,Getting There: A Book of Mentors,"You will be judged on everything you do. It doesnt matter what field you are in: If you are working on something large or something small, always make sure it adheres to your highest standards"
5/8/22,Getting There: A Book of Mentors,Anger management is a serious and prevalent issue. I see so many people in various professions who should have made it but have fallen by the wayside because they werent able to control their anger
5/8/22,Getting There: A Book of Mentors,"Dont look over your shoulder at what other people are doing. When you are yourself, your work will be stronger and you will slowly realize that you are the only expert on it—so what other people say wont matter"
5/8/22,Getting There: A Book of Mentors,"Hearing this was devastating, but at the same time something allowed me not to take it personally. My professors comments felt like anti-Semitism to me, something I had gotten used to while growing up in Canada"
5/8/22,Getting There: A Book of Mentors,"seems like most creative people live with this kind of insecurity. Its actually healthy because it helps the creative process and leads you to new places. If you dont have it, you probably aint gonna measure up"
5/8/22,Getting There: A Book of Mentors,"When you have a meeting with somebody, look that person up and know everything you can about him or her. Its pretty effortless and can pay dividends. This might seem basic, but for some reason it took me forever to get it"
5/8/22,Getting There: A Book of Mentors,"As it turned out, not getting that entry-level job there was the best thing that ever happened to me. Had I gotten it, I would have spent about two years as a desk assistant and then maybe worked my way up to, I dont know, production assistant?"
5/8/22,Getting There: A Book of Mentors,"Following Ed Paschkes example, I began to immerse myself in a community of people—friends, artists, critics, gallery owners—who shared my artistic interests and I tried to say yes to every invitation that might give me an opportunity to network"
5/8/22,Getting There: A Book of Mentors,"Remember peoples names and dont be insulted if they dont return the favor. If you know someones name, you can own them. I read that Napoleon used this trick. He spent huge amounts of time committing his soldiers names to memory—and they would die for him"
5/8/22,Getting There: A Book of Mentors,"He looked around and said, What the hell is this? You must like this house, since you did it for yourself. But if you like this, how can you like Santa Monica Place? I explained that I didnt. Matts response was that I shouldnt take on work I didnt want to do"
5/8/22,Getting There: A Book of Mentors,"As soon as the course was over, I went to the University of Omaha and said, I want to start teaching. I knew that if I did not speak in front of people quickly I would lapse back to where Id started. I just kept doing it, and now you cant stop me from talking!"
5/8/22,Getting There: A Book of Mentors,"It was tough rebuilding my practice after parting ways with The Rouse Company (I had to work day and night to stay afloat) but there are times when you know that you need to believe in yourself, be bold, and not go forward with something that doesnt feel right"
5/8/22,Getting There: A Book of Mentors,"Its essential to remember what your motives are and pull yourself together so you can be as fresh when you present your work to the next person as you were before the criticism. Nothing happens overnight, so to persevere you must enjoy the process and the journey"
5/8/22,Getting There: A Book of Mentors,I got an A and the teacher recommended that I enroll in the USC School of Architecture—and skip right to the second year of the program! It was the first time I had received positive reinforcement of that magnitude and it felt great. It was a really big deal for me
5/8/22,Getting There: A Book of Mentors,"Music is a huge part of the tone of a film, but my job isnt to do precisely what directors ask. If they knew exactly what they wanted, they would do it themselves. My job is to create something that they cant imagine: a parallel story expressing whats not already present in words and images"
5/8/22,Getting There: A Book of Mentors,"Milton and I explored the issue further, and I realized that my anger was getting in my way professionally. I would often decide beforehand that a prospective client wouldnt get me, and I would walk away from potentially good opportunities. In addition, projects werent working out because people were uncomfortable with me"
5/8/22,Getting There: A Book of Mentors,"Take the time to know your technology. I see many musicians completely relying on recording engineers and producers because they are not up to speed on the current tools. I think, This is your baby and you are letting other people do all that stuff to it? The last thing you want to do is to be at the mercy of someone else"
5/8/22,Getting There: A Book of Mentors,"I attended night classes at Los Angeles City College because they were free. I had always enjoyed art and loved to draw as a child, so I decided to take a drafting class. The teacher thought I had some aptitude for it, but I didnt find it interesting. I tried a class on perspective drawing instead and failed it. I was so upset about the F that I took the class again and got an A"
5/8/22,Getting There: A Book of Mentors,"I remember once seeing Christiane Amanpour in Somalia. She had a vehicle and was accompanied by a whole crew. That kind of career seemed so far away from anything I was doing. I was just this kid with a home video camera. It was very trying and lonely. When I would return home, I still felt alone. My friends were moseying along, living their lives, and, understandably, couldnt relate to the world I had been living in"
5/8/22,Getting There: A Book of Mentors,"I finally went to the producer and said, I have to admit defeat. Lets just scrap my Zulu idea and Ill write the nice orchestral score that the director originally requested. The producer said, The only mistake you are making is that youre not in Africa. That was on a Thursday. By Monday morning I was in a township in South Africa, in a warehouse with two microphones and this incredible choir rocking the roof. It was amazing"
5/8/22,Getting There: A Book of Mentors,"After about a year, as we were preparing to move back to LA, Victor Gruen came to Paris and asked to meet. He was going to open an office there, and he wanted me to join him. For a split second, I was excited by the prospect of being able to stay and afford a better life, but within one minute, I said no. It was a risky move for someone with a family to support and no game plan, but somewhere along the way, I had become determined to open my own practice and figured I should start then"
5/8/22,Getting There: A Book of Mentors,"If you have an idea that you think is a winner, nurture it and take your time developing it. Anything worth having requires working hard. People want to jump into something and be a success right out of the gate, but becoming really good at anything that requires skill usually takes years. Whether youre an athlete, a doctor, or a writer, you have to put in a lot of effort to become an expert in your chosen field. If you do, when your opportunity finally arises, youll be in a good position to take full advantage of it"
5/8/22,Getting There: A Book of Mentors,"I went to the beach, got in the water, and started swimming out to sea. My plan was to keep going till I was exhausted then sink into the dark waters and oblivion. More than a mile out, I saw a venomous sea snake surface to breathe. I began to have doubts about what I was doing, but I continued on until I encountered a shark. I was instantaneously consumed with fear. All thoughts of dying departed, and I realized that I very much wanted to live. I wanted to live more than I ever had in the previous twenty-one years of my life. I turned around and, driven by sheer adrenaline, swam for the shore in a state of panic. Once I made it to safety, I never looked back. Something inside me had changed"
5/2/22,We: Understanding the Psychology of Romantic Love,For romantic love doesnt just mean loving someone; it means being in love
4/29/22,Monolithos: Poems &#39;62-&#39;82,The horse wades in the city of grammar
4/28/22,Sanctuary of the Soul: Journey into Meditative Prayer,hearing and obeying
4/28/22,Sanctuary of the Soul: Journey into Meditative Prayer,saturated with the dogma of the mediator
4/28/22,Sanctuary of the Soul: Journey into Meditative Prayer,"Cast all your anxiety on him, because he cares for you"
4/28/22,Sanctuary of the Soul: Journey into Meditative Prayer,And Isaac went out to meditate in the field at the eventide.GENESIS 24:63 KJV
4/28/22,Sanctuary of the Soul: Journey into Meditative Prayer,Recollection involves a re-collecting of ourselves until we are unified or whole
4/28/22,Sanctuary of the Soul: Journey into Meditative Prayer,But if you will be with me you do nothave to have all your desires satisfied. With me is ultimate and complete satisfaction. If you are genuinely with me you are in the best place possible
4/17/22,Learning to Pray: A Guide for Everyone,You cannot see my face; for no one shall see me and live
4/17/22,Learning to Pray: A Guide for Everyone,"Martin Scorsese and his creative team on the film Silence, based on the novel by Shūsaku Endō"
4/17/22,Learning to Pray: A Guide for Everyone,"If you are motivated by pride, once you reach your goal, there will always be another goal to tempt you"
4/17/22,Learning to Pray: A Guide for Everyone,"Its not a question of information, but of whether you are willing to tell God what you are feeling. In other words, its about trust"
4/17/22,Learning to Pray: A Guide for Everyone,"How do we know, as I once asked my first spiritual director, that its not all in our head? First, a theological consideration: Gods communication with us is always mediated, at least on this side of heaven. In other words, we are never speaking to God face-to-face"
4/11/22,No Man Is an Island,"Cum vero infirmor, tunc potens sum"
4/11/22,No Man Is an Island,"If any man would save his life, he must lose it"
4/11/22,No Man Is an Island,He worries at all times about his own perfection
4/11/22,No Man Is an Island,the despair of a god that hates himself to death
4/11/22,No Man Is an Island,but that he must find himself in and through others
4/11/22,No Man Is an Island,"I do not need to see myself, I merely need to be myself"
4/11/22,No Man Is an Island,Life is not a matter of getting something out of everything
4/11/22,No Man Is an Island,"If you truly love Him, nothing can console you but His glory"
4/11/22,No Man Is an Island,It is keenly sensitive to the smallest signs of Gods will and
4/11/22,No Man Is an Island,"He loves us more than we love ourselves, as if we were Himself"
4/11/22,No Man Is an Island,"We must be ourselves by being Christ. For a man, to be is to live"
4/11/22,No Man Is an Island,Being means nothing to those who hate and fear what they themselves are
4/11/22,No Man Is an Island,"Every vocation is, therefore, at once a vocation to sacrifice and to joy"
4/11/22,No Man Is an Island,Much depends on how the soul sees itself in the mirror of its own activity
4/11/22,No Man Is an Island,"They are quickly gone, even though their effects may persist for a little while"
4/11/22,No Man Is an Island,"without a life of the spirit, our whole existence becomes unsubstantial and illusory"
4/11/22,No Man Is an Island,"they would fail in their vocation, which is to give glory to God by their contingency"
4/11/22,No Man Is an Island,We cannot be happy if we expect to live all the time at the highest peak of intensity
4/11/22,No Man Is an Island,Happiness is not a matter of intensity but of balance and order and rhythm and harmony
4/11/22,No Man Is an Island,Do not desire chiefly to be cherished and consoled by God; desire above all to love Him
4/11/22,No Man Is an Island,be content with the good will and the work that are the quiet expression of our inner life
4/11/22,No Man Is an Island,"Such humility dares to be ordinary, and that is something beyond the reach of spiritual pride"
4/11/22,No Man Is an Island,"True happiness is found in unselfish love, a love which increases in proportion as it is shared"
4/11/22,No Man Is an Island,Therefore this discovery of ourselves is always a losing of ourselves—a death and a resurrection
4/11/22,No Man Is an Island,We have to learn to commune with ourselves before we can communicate with other men and with God
4/11/22,No Man Is an Island,"For this was I born, and for this came I into the world; that I should give testimony to the truth"
4/11/22,No Man Is an Island,"In a world where every lie has currency, is not anxiety the more real and the more human reaction?"
4/11/22,No Man Is an Island,"Man is divided against himself and against God by his own selfishness, which divides him against his"
4/11/22,No Man Is an Island,Every feeling of pleasure fills him with a sense of guilt. It has besmirched his own adored perfection
4/11/22,No Man Is an Island,"I am not a prophet, nor am I the son of a prophet, but I am a herdsman, plucking wild figs (Amos, 7:14)"
4/11/22,No Man Is an Island,"If I do not know who I am, it is because I think I am the sort of person everyone around me wants to be"
4/11/22,No Man Is an Island,Therefore asceticism is unavoidable in Christian life. We cannot escape the obligation to deny ourselves
4/11/22,No Man Is an Island,condemns him. It is never real enough. Never active enough. The less he is able to be the more he has to do
4/11/22,No Man Is an Island,Our vocation is precisely this: to bear witness to the truth of Christ by laying down our lives at His bidding
4/11/22,No Man Is an Island,"good pleasure in the circumstances of its own life, and its freedom is conditioned by the knowledge of all these"
4/11/22,No Man Is an Island,"Even when he tries to do good to others his efforts are hopeless, since he does not know how to do good to himself"
4/11/22,No Man Is an Island,"The lower our estimate of ourselves and the lower our expectations, the greater chance we have of using what we have"
4/11/22,No Man Is an Island,It takes heroic charity and humility to let others sustain us when we are absolutely incapable of sustaining ourselves
4/11/22,No Man Is an Island,"We become ourselves by dying to ourselves. We gain only what we give up, and if we give up everything we gain everything"
4/11/22,No Man Is an Island,"We do not live more fully merely by doing more, seeing more, tasting more, and experiencing more than we ever have before"
4/11/22,No Man Is an Island,"Our Christian destiny is, in fact, a great one: but we cannot achieve greatness unless we lose all interest in being great"
4/11/22,No Man Is an Island,"So too, what we are is to be sought in the invisible depths of our own being, not in our outward reflection in our own acts"
4/11/22,No Man Is an Island,"a shadow whipping a shadow to death, because it cannot produce reality, infinitely substantial reality, out of his own nonentity"
4/11/22,No Man Is an Island,"we will be lured out of the peace and stability of the being God gave us, and seek to live in a myth we have created for ourselves"
4/11/22,No Man Is an Island,The fruitfulness of our life depends in large measure on our ability to doubt our own words and to question the value of our own work
4/11/22,No Man Is an Island,"When a man constantly looks and looks at himself in the mirror of his own acts, his spiritual double vision splits him into two people"
4/11/22,No Man Is an Island,"Happiness consists in finding out precisely what the one thing necessary may be, in our lives, and in gladly relinquishing all the rest"
4/11/22,No Man Is an Island,If we are too anxious to find absolute perfection in created things we cease to look for perfection where alone it can be found: in God
4/11/22,No Man Is an Island,"And for a man who has let himself be drawn completely out of himself by his activity, nothing is more difficult than to sit still and rest"
4/11/22,No Man Is an Island,"It teaches us to take ourselves as we are, instead of pretending (as pride would have us imagine) that we are something better than we are"
4/11/22,No Man Is an Island,Our being is not to be enriched merely by activity or experience as such. Everything depends on the quality of our acts and our experiences
4/11/22,No Man Is an Island,"There is the laziness that pretends to dignify itself by the name of despair, and that teaches us to ignore both the question and the answer"
4/11/22,No Man Is an Island,cannot possess the truth fully until it has entered into the very substance of our life by good habits and by a certain perfection of moral activity
4/11/22,No Man Is an Island,The words and acts that proceed from myself and are accomplished outside myself are dead things compared with the hidden life from which they spring
4/11/22,No Man Is an Island,"And we cannot act so without a terrible struggle against temptation, a struggle that divides our whole being against itself with conflicting loyalties"
4/11/22,No Man Is an Island,"He works and lives in simplicity, with more joy and greater security than other men, because he does not look for any special fulfillment in this life"
4/11/22,No Man Is an Island,In moments of wildest idealism he may take it into his head to make other people happy: and in doing so he will overwhelm them with his own unhappiness
4/11/22,No Man Is an Island,"The reason why men are so anxious to see themselves, instead of being content to be themselves, is that they do not really believe in their own existence"
4/11/22,No Man Is an Island,The deep secrecy of my own being is often hidden from me by my own estimate of what I am. My idea of what I am is falsified by my admiration for what I do
4/11/22,No Man Is an Island,"It is supreme humility to see that ordinary life, embraced with perfect faith, can be more saintly and more supernatural than a spectacular ascetical career"
4/11/22,No Man Is an Island,"We never discover what it is like to make a success of our own work, because we do not want to undertake any work that is merely proportionate to our powers"
4/11/22,No Man Is an Island,"For it seems to me that the first responsibility of a man of faith is to make his faith really part of his own life, not by rationalizing it but by living it"
4/11/22,No Man Is an Island,I would be liberated from the painful duty of saying what I really do not think and of acting in a way that betrays Gods truth and the integrity of my own soul
4/11/22,No Man Is an Island,"Pride always longs to be unusual. Humility not so. Humility finds all its peace in hope, knowing that Christ must come again to elevate and transfigure ordinary things"
4/11/22,No Man Is an Island,If I am called to the solitary life it does not necessarily mean that I will suffer more acutely in solitude than anywhere else: but that I will suffer more effectively
4/11/22,No Man Is an Island,"At the same time pure love is prudent. It is enlightened with a clear-sighted discretion. Trained in freedom, it knows how to avoid the selfishness that frustrates its action"
4/11/22,No Man Is an Island,The first step to unselfish love is the recognition that our love may be deluded. We must first of all purify our love by renouncing the pleasure of loving as an end in itself
4/11/22,No Man Is an Island,"No: the fulfillment of every individual vocation demands not only the renouncement of what is evil in itself, but also of all the precise goods that are not willed for us by God"
4/11/22,No Man Is an Island,Who is willing to be satisfied with a job that expresses all his limitations? He will accept such work only as a means of livelihood while he waits to discover his true vocation
4/11/22,No Man Is an Island,The value of our activity depends almost entirely on the humility to accept ourselves as we are. The reason why we do things so badly is that we are not content to do what we can
4/11/22,No Man Is an Island,"But, above all, we must learn our own weakness in order to awaken to a new order of action and of being—and experience God Himself accomplishing in us the things we find impossible"
4/11/22,No Man Is an Island,"One who is content with what he has, and who accepts the fact that he inevitably misses very much in life, is far better off than one who has much more but who worries about all he may be missing"
4/11/22,No Man Is an Island,"Tidal waves of nonentity, of powerlessness, of hopelessness surge up within him at every action he attempts. Then the shadow judges and hates the shadow who is not a god, and who can do absolutely nothing"
4/11/22,No Man Is an Island,"No matter how ruined man and his world may seem to be, and no matter how terrible mans despair may become, as long as he continues to be a man his very humanity continues to tell him that life has a meaning"
4/11/22,No Man Is an Island,"Yet knowing this much, and indeed knowing all moral theology and ethics and canon law, I might still go through life conforming myself to certain indications of Gods will without ever fully giving myself to God"
4/11/22,No Man Is an Island,"Some people find, in the end, that they have made many wrong guesses and that their paradoxical vocation is to go through life guessing wrong. It takes them a long time to find out that they are happier that way"
4/11/22,No Man Is an Island,It is useless to try to make peace with ourselves by being pleased with everything we have done. In order to settle down in the quiet of our own being we must learn to be detached from the results of our own activity
4/11/22,No Man Is an Island,"St. Paul teaches (II Thessalonians 3) that Christian humility and asceticism should normally help us to lead quite ordinary lives, peacefully earning our bread and working from day to day in a world that will pass away"
4/11/22,No Man Is an Island,"We do not live merely in order to do something—no matter what. Activity is just one of the normal expressions of life, and the life it expresses is all the more perfect when it sustains itself with an ordered economy of action"
4/11/22,No Man Is an Island,"Love is perfect in proportion to its freedom. It is free in proportion to its purity. We act most freely when we act purely in response to the love of God. But the purest love of God is not servile, not blind, not limited by fear"
4/11/22,No Man Is an Island,"I can see my eyes in a mirror. My soul can also reflect itself in the mirror of its own activity. But what is seen in the mirror is only the reflection of who I am, not my true being. The mirror of words and actions only partly manifests my being"
4/11/22,No Man Is an Island,"It is, therefore, a very great thing to be little, which is to say: to be ourselves. And when we are truly ourselves we lose most of the futile self-consciousness that keeps us constantly comparing ourselves with others in order to see how big we are"
4/11/22,No Man Is an Island,"Solitude, humility, self-denial, action and contemplation, the sacraments, the monastic life the family and of these make sense except in relation to the central reality which is Gods love living and acting in those whom He has incorporated in His Christ"
4/11/22,No Man Is an Island,"By salvation I mean first of all the full discovery of who he himself really is. Then I mean something of the fulfillment of his own God-given powers, in the love of others and of God. I mean also the discovery that he cannot find himself in himself alone"
4/11/22,No Man Is an Island,"brother. This division cannot be healed by a love that places itself only on one side of the rift. Love must reach over to both sides and draw them together. We cannot love ourselves unless we love others, and we cannot love others unless we love ourselves"
4/11/22,No Man Is an Island,"We cannot master everything, taste everything, understand everything, drain every experience to its last dregs. But if we have the courage to let almost everything else go, we will probably be able to retain the one thing necessary for us—whatever it may be"
4/11/22,No Man Is an Island,"The relative perfection which we must attain to in this life if we are to live as sons of God is not the twenty-four-hour-a-day production of perfect acts of virtue, but a life from which practically all the obstacles to Gods love have been removed or overcome"
4/11/22,No Man Is an Island,"The saint, therefore, is sanctified not only by fasting when he should fast but also by eating when he should eat. He is not only sanctified by his prayers in the darkness of the night, but by the sleep that he takes in obedience to God, Who made us what we are"
4/11/22,No Man Is an Island,Gratitude and confidence and freedom from ourselves: these are signs that we have found our vocation and are living up to it even though everything else may seem to have gone wrong. They give us peace in any suffering. They teach us to laugh at despair. And we may have to
4/11/22,No Man Is an Island,"One of the chief obstacles to this perfection of selfless charity is the selfish anxiety to get the most out of everything, to be a brilliant success in our own eyes and in the eyes of other men. We can only get rid of this anxiety by being content to miss something in almost everything we do"
4/11/22,No Man Is an Island,"But the purity of our conscience has a natural proportion with the depth of our being and the quality of our acts: and when our activity is habitually disordered, our malformed conscience can think of nothing better to tell us than to multiply the quantity of our acts, without perfecting their quality"
4/11/22,No Man Is an Island,"The freedom that is exercised in the choice of priestly vocations is a mystery hidden in God, a mystery that reaches out of the obscurity of Gods Providence to select, sometimes, unlikely men to be other Christs and sometimes to reject those who are, in the eyes of men, best fitted for such a vocation"
4/11/22,No Man Is an Island,"If we really know ourselves we quietly take our proper place in the order designed by God. And so supernatural humility adds much to our human dignity by integrating us in the society of other men and placing us in our right relation to them and to God. Pride makes us artificial, and humility makes us real"
4/11/22,No Man Is an Island,"The only effective answer to the problem of salvation must therefore reach out to embrace both extremes of a contradiction at the same time. Hence that answer must be supernatural. That is why all the answers that are not supernatural are imperfect: for they only embrace one of the contradictory terms, and they can always be denied by the other"
4/11/22,No Man Is an Island,"In order to find God in ourselves, we must stop looking at ourselves, stop checking and verifying ourselves in the mirror of our own futility, and be content to be in Him and to do whatever He wills, according to our limitations, judging our acts not in the light of our own illusions, but in the light of His reality which is all around us in the things and people we live with"
4/11/22,No Man Is an Island,"Music is pleasing not only because of the sound but because of the silence that is in it: without the alternation of sound and silence there would be no rhythm. If we strive to be happy by filling all the silences of life with sound, productive by turning all lifes leisure into work, and real by turning all our being into doing, we will only succeed in producing a hell on earth"
4/11/22,No Man Is an Island,"We do not exist for ourselves alone, and it is only when we are fully convinced of this fact that we begin to love ourselves properly and thus also love others. What do I mean by loving ourselves properly? I mean, first of all, desiring to live, accepting life as a very great gift and a great good, not because of what it gives us, but because of what it enables us to give to others"
4/11/22,No Man Is an Island,"2. Do not stress too much the fact that love seeks to penetrate the intimate secrets of the beloved. Those who are too fond of this idea fall short of true love, because they violate the solitude of those they love, instead of respecting it. True love penetrates the secrets and the solitude of the beloved by allowing him to keep his secrets to himself and to remain in his own solitude"
4/11/22,No Man Is an Island,"The man who completely trusts his own estimate of himself is doomed to sterility. All he asks of any act he performs is that it be his act. If it is performed by him, it must be good. All words spoken by him must be infallible. The car he has just bought is the best for its price, for no other reason than that he is the one who has bought it. He seeks no other fruit than this, and therefore he generally gets no other"
4/11/22,No Man Is an Island,"They must struggle to escape their true being, and verify a false existence by constantly viewing what they themselves do. They have to keep looking in the mirror for reassurance. What do they expect to see? Not themselves! They are hoping for some sign that they have become the god they hope to become by means of their own frantic activity—invulnerable, all powerful, infinitely wise, unbearably beautiful, unable to die!"
4/11/22,No Man Is an Island,"We must be content to live without watching ourselves live, to work without expecting an immediate reward, to love without an instantaneous satisfaction, and to exist without any special recognition. It is only when we are detached from ourselves that we can be at peace with ourselves. We cannot find happiness in our work if we are always extending ourselves beyond ourselves and beyond the sphere of our work in order to find ourselves greater than we are"
4/11/22,No Man Is an Island,"All these three answers are insufficient. The third says we must love only ourselves. The second says we must love only another. The first says that in loving another we simply seek the most effective way to love ourselves. The true answer, which is supernatural, tells us that we must love ourselves in order to be able to love others, that we must find ourselves by giving ourselves to them. The words of Christ are clear: Thou shalt love thy neighbor as thyself"
4/11/22,No Man Is an Island,"All vocations are intended by God to manifest His love in the world. For each special calling gives a man some particular place in the Mystery of Christ, gives him something to do for the salvation of all mankind. The difference between the various vocations lies in the different ways in which each one enables men to discover Gods love, appreciate it, respond to it, and share it with other men. Each vocation has for its aim the propagation of divine life in the world"
4/11/22,No Man Is an Island,"There is something in the depths of our being that hungers for wholeness and finality. Because we are made for eternal life, we are made for an act that gathers up all the powers and capacities of our being and offers them simultaneously and forever to God. The blind spiritual instinct that tells us obscurely that our own lives have a particular importance and purpose, and which urges us to find out our vocation, seeks in so doing to bring us to a decision that will dedicate our lives irrevocably to their true purpose"
4/11/22,No Man Is an Island,"To love another is to will what is really good for him. Such love must be based on truth. A love that sees no distinction between good and evil, but loves blindly merely for the sake of loving, is hatred, rather than love. To love blindly is to love selfishly, because the goal of such love is not the real advantage of the beloved but only the exercise of love in our own souls. Such love cannot seem to be love unless it pretends to seek the good of the one loved. But since it actually cares nothing for the truth, and never considers that it may go astray, it proves itself to be selfish. It does not seek the true advantage of the beloved or even our own. It is not interested in the truth, but only in itself. It proclaims itself content with an apparent good: which is the exercise of love for its own sake, without any consideration of the good or bad effects of loving"
4/10/22,Radical Compassion: Learning to Love Yourself and Your World With the Practice of RAIN,There are degrees of Allowing. At first
4/10/22,Radical Compassion: Learning to Love Yourself and Your World With the Practice of RAIN,Even the small stuff feels like just too much
4/10/22,Radical Compassion: Learning to Love Yourself and Your World With the Practice of RAIN,I wish Id had the courage to live a life true to myself
4/10/22,Radical Compassion: Learning to Love Yourself and Your World With the Practice of RAIN,"or feeling guilty about letting someone down, I become more alert"
4/10/22,Radical Compassion: Learning to Love Yourself and Your World With the Practice of RAIN,"In inviting Mara to tea, the Buddha was saying yes to the present moment and yes to all of life"
4/10/22,Radical Compassion: Learning to Love Yourself and Your World With the Practice of RAIN,"Or you may realize youve made a secret bargain—Ill say yes to shame, and it will magically disappear"
4/10/22,Radical Compassion: Learning to Love Yourself and Your World With the Practice of RAIN,they say that in the face of threats or challenges each of us has a habitual way of covering the gold
4/10/22,Radical Compassion: Learning to Love Yourself and Your World With the Practice of RAIN,"However, calling on the most evolved expression of your being is a life practice, and it becomes more powerful each time you reach out"
4/10/22,Radical Compassion: Learning to Love Yourself and Your World With the Practice of RAIN,"The deepest transformations in our lives come down to something very simple: We learn to respond, not react, to what is going on inside us"
4/10/22,Radical Compassion: Learning to Love Yourself and Your World With the Practice of RAIN,"Our habits are sustained by repeating patterns of thoughts, feelings, and behaviors that have created and reinforced neural networks in our"
4/10/22,Radical Compassion: Learning to Love Yourself and Your World With the Practice of RAIN,"In contrast, trance encloses us in a virtual reality of thoughts and emotionally charged stories. Were trying to solve problems, satisfy desires, get rid of discomfort, or make our way to a future when things might be better"
4/10/22,Radical Compassion: Learning to Love Yourself and Your World With the Practice of RAIN,"My students tell me that being true to themselves means being loving, present, and authentic. They speak of being honest, serving others, serving the world. They talk about expressing their creativity, believing in their own worthiness, and working at what they love. And about having the strength to grow beyond their insecurities and to reconcile troubled relationships"
4/10/22,Radical Compassion: Learning to Love Yourself and Your World With the Practice of RAIN,"If instead we become mindful in times of stress, learning to pause and to Recognize and Allow our experience, something different is possible. Instead of reacting from our passing wants and fears, we can respond to our circumstances from a deeper intelligence, creativity, and care. This creates new patterning, new neural pathways in the brain that correlate with true well-being and peace"
4/5/22,He: Understanding Masculine Psychology,instant
4/5/22,He: Understanding Masculine Psychology,so sublime a redemption
4/5/22,He: Understanding Masculine Psychology,contentment with what is
4/5/22,He: Understanding Masculine Psychology,"God, Jung calls the Self"
4/5/22,He: Understanding Masculine Psychology,those aryan birds of prey
4/5/22,He: Understanding Masculine Psychology,complaining about his work
4/5/22,He: Understanding Masculine Psychology,Whom does the Grail serve?
4/5/22,He: Understanding Masculine Psychology,as a symbol or in a ceremony
4/5/22,He: Understanding Masculine Psychology,"Red Knight, that is, instinct"
4/5/22,He: Understanding Masculine Psychology,wounded archetypal underpinning
4/5/22,He: Understanding Masculine Psychology,robs one of all sense of meaning
4/5/22,He: Understanding Masculine Psychology,the province of man to serve woman
4/5/22,He: Understanding Masculine Psychology,To ask well is virtually to answer
4/5/22,He: Understanding Masculine Psychology,"Well, Robert, I am turning the crank"
4/5/22,He: Understanding Masculine Psychology,be happy but he never has a good time
4/5/22,He: Understanding Masculine Psychology,halls—the Grail serves the Grail King
4/5/22,He: Understanding Masculine Psychology,Oh happy fall that was the occasion for
4/5/22,He: Understanding Masculine Psychology,To serve the Grail is to serve the inner woman
